audio_path,speaker,emotion,gender,ethnicity
id00012/dGBIDj-zRuU/00135.wav,id00012,0,male,Caucasian (North American)
id00012/dGBIDj-zRuU/00137.wav,id00012,0,male,Caucasian (North American)
id00012/f0Zj2NjXeyE/00139.wav,id00012,0,male,Caucasian (North American)
id00012/nRiPvNQ1GCQ/00140.wav,id00012,0,male,Caucasian (North American)
id00012/nRiPvNQ1GCQ/00142.wav,id00012,0,male,Caucasian (North American)
id00012/nRiPvNQ1GCQ/00143.wav,id00012,0,male,Caucasian (North American)
id00012/nRiPvNQ1GCQ/00144.wav,id00012,0,male,Caucasian (North American)
id00012/nRiPvNQ1GCQ/00145.wav,id00012,0,male,Caucasian (North American)
id00012/s7MiVWybRhg/00149.wav,id00012,0,male,Caucasian (North American)
id00012/s7MiVWybRhg/00150.wav,id00012,0,male,Caucasian (North American)
id00012/tqaasM16UxI/00156.wav,id00012,0,male,Caucasian (North American)
id00012/uCBekiUm-rE/00157.wav,id00012,0,male,Caucasian (North American)
id00012/uCBekiUm-rE/00159.wav,id00012,0,male,Caucasian (North American)
id00012/uCBekiUm-rE/00161.wav,id00012,0,male,Caucasian (North American)
id00012/uCBekiUm-rE/00162.wav,id00012,0,male,Caucasian (North American)
id00012/yi_qz725MjE/00163.wav,id00012,0,male,Caucasian (North American)
id00012/yi_qz725MjE/00164.wav,id00012,0,male,Caucasian (North American)
id00016/3Ikj1W8iEyE/00014.wav,id00016,1,male,Caucasian (European)
id00016/D5mloyDS7F8/00031.wav,id00016,2,male,Caucasian (European)
id00016/D5mloyDS7F8/00032.wav,id00016,2,male,Caucasian (European)
id00016/DxXD9zkX0ZI/00038.wav,id00016,0,male,Caucasian (European)
id00016/DxXD9zkX0ZI/00042.wav,id00016,0,male,Caucasian (European)
id00016/DxXD9zkX0ZI/00049.wav,id00016,0,male,Caucasian (European)
id00016/MH_ZkvClo2I/00072.wav,id00016,2,male,Caucasian (European)
id00016/PAxhdh3dW9I/00076.wav,id00016,2,male,Caucasian (European)
id00016/Uoq8b33_z20/00089.wav,id00016,1,male,Caucasian (European)
id00016/WGeDB7T-7aA/00092.wav,id00016,2,male,Caucasian (European)
id00016/c27abcxzvaA/00104.wav,id00016,0,male,Caucasian (European)
id00016/eNIR_cEr8oE/00105.wav,id00016,0,male,Caucasian (European)
id00016/gOEY7OgBzEw/00106.wav,id00016,2,male,Caucasian (European)
id00016/gOEY7OgBzEw/00107.wav,id00016,0,male,Caucasian (European)
id00016/i4XU7wiwrwg/00109.wav,id00016,2,male,Caucasian (European)
id00016/i4XU7wiwrwg/00110.wav,id00016,0,male,Caucasian (European)
id00016/i4XU7wiwrwg/00111.wav,id00016,0,male,Caucasian (European)
id00016/i4XU7wiwrwg/00113.wav,id00016,2,male,Caucasian (European)
id00016/i4XU7wiwrwg/00116.wav,id00016,0,male,Caucasian (European)
id00016/i4XU7wiwrwg/00117.wav,id00016,0,male,Caucasian (European)
id00016/j9XK1VXX7xw/00118.wav,id00016,0,male,Caucasian (European)
id00016/j9XK1VXX7xw/00119.wav,id00016,0,male,Caucasian (European)
id00016/liJWCKu6iPU/00122.wav,id00016,2,male,Caucasian (European)
id00016/liJWCKu6iPU/00123.wav,id00016,2,male,Caucasian (European)
id00016/mW9EXHGCHi4/00127.wav,id00016,0,male,Caucasian (European)
id00016/oZ5EL71DbYM/00128.wav,id00016,0,male,Caucasian (European)
id00016/oZ5EL71DbYM/00129.wav,id00016,0,male,Caucasian (European)
id00016/oZ5EL71DbYM/00130.wav,id00016,0,male,Caucasian (European)
id00016/oZ5EL71DbYM/00131.wav,id00016,0,male,Caucasian (European)
id00016/oZ5EL71DbYM/00132.wav,id00016,0,male,Caucasian (European)
id00016/oziSBLYisZk/00137.wav,id00016,0,male,Caucasian (European)
id00016/rlCb70CV3YU/00138.wav,id00016,0,male,Caucasian (European)
id00016/sEVuPIIy1Jg/00140.wav,id00016,0,male,Caucasian (European)
id00016/sEVuPIIy1Jg/00141.wav,id00016,0,male,Caucasian (European)
id00016/sEVuPIIy1Jg/00142.wav,id00016,0,male,Caucasian (European)
id00016/sEVuPIIy1Jg/00144.wav,id00016,0,male,Caucasian (European)
id00016/sPJ365h2rxI/00146.wav,id00016,2,male,Caucasian (European)
id00016/sPJ365h2rxI/00147.wav,id00016,0,male,Caucasian (European)
id00016/sPJ365h2rxI/00150.wav,id00016,0,male,Caucasian (European)
id00016/wRY_WI3CXc8/00152.wav,id00016,0,male,Caucasian (European)
id00016/wRY_WI3CXc8/00153.wav,id00016,0,male,Caucasian (European)
id00016/wRY_WI3CXc8/00154.wav,id00016,0,male,Caucasian (European)
id00016/wRY_WI3CXc8/00156.wav,id00016,0,male,Caucasian (European)
id00016/wRY_WI3CXc8/00157.wav,id00016,0,male,Caucasian (European)
id00016/wRY_WI3CXc8/00159.wav,id00016,0,male,Caucasian (European)
id00016/wRY_WI3CXc8/00160.wav,id00016,0,male,Caucasian (European)
id00016/wRY_WI3CXc8/00161.wav,id00016,0,male,Caucasian (European)
id00016/wRY_WI3CXc8/00163.wav,id00016,0,male,Caucasian (European)
id00016/zWodVo_7t6A/00169.wav,id00016,2,male,Caucasian (European)
id00016/zqsG-gTQCd4/00178.wav,id00016,2,male,Caucasian (European)
id00018/31xSZXsKR9w/00004.wav,id00018,1,male,Caucasian (North American)
id00018/Hufm91VqckQ/00069.wav,id00018,1,male,Caucasian (North American)
id00018/bIlh8JSl3K0/00101.wav,id00018,1,male,Caucasian (North American)
id00018/ewCKSXWitUk/00107.wav,id00018,0,male,Caucasian (North American)
id00018/ewCKSXWitUk/00109.wav,id00018,1,male,Caucasian (North American)
id00018/ewCKSXWitUk/00112.wav,id00018,0,male,Caucasian (North American)
id00018/ewCKSXWitUk/00113.wav,id00018,1,male,Caucasian (North American)
id00018/iNlRMGqsmrQ/00114.wav,id00018,0,male,Caucasian (North American)
id00018/iNlRMGqsmrQ/00115.wav,id00018,0,male,Caucasian (North American)
id00018/iNlRMGqsmrQ/00116.wav,id00018,0,male,Caucasian (North American)
id00018/iNlRMGqsmrQ/00117.wav,id00018,0,male,Caucasian (North American)
id00018/iNlRMGqsmrQ/00118.wav,id00018,0,male,Caucasian (North American)
id00018/iNlRMGqsmrQ/00120.wav,id00018,1,male,Caucasian (North American)
id00018/iNlRMGqsmrQ/00131.wav,id00018,0,male,Caucasian (North American)
id00018/n9z24pvWves/00136.wav,id00018,0,male,Caucasian (North American)
id00018/qyTJEwWNCDE/00138.wav,id00018,0,male,Caucasian (North American)
id00018/r377L5cuPOw/00140.wav,id00018,2,male,Caucasian (North American)
id00018/r377L5cuPOw/00141.wav,id00018,0,male,Caucasian (North American)
id00018/r377L5cuPOw/00142.wav,id00018,0,male,Caucasian (North American)
id00018/r377L5cuPOw/00143.wav,id00018,0,male,Caucasian (North American)
id00018/r377L5cuPOw/00144.wav,id00018,2,male,Caucasian (North American)
id00018/r377L5cuPOw/00145.wav,id00018,0,male,Caucasian (North American)
id00018/r377L5cuPOw/00146.wav,id00018,0,male,Caucasian (North American)
id00018/r377L5cuPOw/00148.wav,id00018,2,male,Caucasian (North American)
id00018/r377L5cuPOw/00149.wav,id00018,0,male,Caucasian (North American)
id00018/r377L5cuPOw/00151.wav,id00018,0,male,Caucasian (North American)
id00018/r377L5cuPOw/00152.wav,id00018,0,male,Caucasian (North American)
id00018/r377L5cuPOw/00153.wav,id00018,2,male,Caucasian (North American)
id00018/r377L5cuPOw/00155.wav,id00018,0,male,Caucasian (North American)
id00018/r4NkfADdyNE/00158.wav,id00018,0,male,Caucasian (North American)
id00018/r4NkfADdyNE/00159.wav,id00018,0,male,Caucasian (North American)
id00018/r4NkfADdyNE/00160.wav,id00018,0,male,Caucasian (North American)
id00018/r4NkfADdyNE/00161.wav,id00018,0,male,Caucasian (North American)
id00018/r4NkfADdyNE/00162.wav,id00018,0,male,Caucasian (North American)
id00018/r4NkfADdyNE/00164.wav,id00018,0,male,Caucasian (North American)
id00018/r4NkfADdyNE/00165.wav,id00018,0,male,Caucasian (North American)
id00018/r4NkfADdyNE/00166.wav,id00018,0,male,Caucasian (North American)
id00018/r4NkfADdyNE/00168.wav,id00018,0,male,Caucasian (North American)
id00018/r4NkfADdyNE/00169.wav,id00018,0,male,Caucasian (North American)
id00018/r4NkfADdyNE/00171.wav,id00018,0,male,Caucasian (North American)
id00018/sj5jrgAdggA/00184.wav,id00018,2,male,Caucasian (North American)
id00018/z52AFvmVOgc/00200.wav,id00018,0,male,Caucasian (North American)
id00018/z52AFvmVOgc/00204.wav,id00018,0,male,Caucasian (North American)
id00018/z52AFvmVOgc/00205.wav,id00018,0,male,Caucasian (North American)
id00018/z52AFvmVOgc/00206.wav,id00018,0,male,Caucasian (North American)
id00018/z52AFvmVOgc/00208.wav,id00018,0,male,Caucasian (North American)
id00018/z52AFvmVOgc/00209.wav,id00018,0,male,Caucasian (North American)
id00018/z52AFvmVOgc/00210.wav,id00018,0,male,Caucasian (North American)
id00018/z52AFvmVOgc/00211.wav,id00018,0,male,Caucasian (North American)
id00018/z52AFvmVOgc/00212.wav,id00018,0,male,Caucasian (North American)
id00019/Eh93MxnkH9c/00020.wav,id00019,0,male,Caucasian (North American)
id00019/JPwZAm6DYTk/00028.wav,id00019,0,male,Caucasian (North American)
id00019/RpV7zEpx3QY/00060.wav,id00019,2,male,Caucasian (North American)
id00019/RpV7zEpx3QY/00061.wav,id00019,2,male,Caucasian (North American)
id00019/RpV7zEpx3QY/00063.wav,id00019,0,male,Caucasian (North American)
id00019/RpV7zEpx3QY/00066.wav,id00019,0,male,Caucasian (North American)
id00019/RpV7zEpx3QY/00069.wav,id00019,2,male,Caucasian (North American)
id00019/RpV7zEpx3QY/00071.wav,id00019,0,male,Caucasian (North American)
id00019/RpV7zEpx3QY/00072.wav,id00019,0,male,Caucasian (North American)
id00019/RpV7zEpx3QY/00075.wav,id00019,2,male,Caucasian (North American)
id00019/RpV7zEpx3QY/00076.wav,id00019,2,male,Caucasian (North American)
id00019/RpV7zEpx3QY/00077.wav,id00019,0,male,Caucasian (North American)
id00019/RpV7zEpx3QY/00078.wav,id00019,2,male,Caucasian (North American)
id00019/RpV7zEpx3QY/00079.wav,id00019,2,male,Caucasian (North American)
id00019/WqlypvicTmY/00085.wav,id00019,0,male,Caucasian (North American)
id00019/WqlypvicTmY/00087.wav,id00019,0,male,Caucasian (North American)
id00019/WqlypvicTmY/00092.wav,id00019,2,male,Caucasian (North American)
id00019/WqlypvicTmY/00093.wav,id00019,0,male,Caucasian (North American)
id00019/WqlypvicTmY/00096.wav,id00019,0,male,Caucasian (North American)
id00019/WqlypvicTmY/00098.wav,id00019,2,male,Caucasian (North American)
id00019/WqlypvicTmY/00100.wav,id00019,0,male,Caucasian (North American)
id00019/WqlypvicTmY/00103.wav,id00019,2,male,Caucasian (North American)
id00019/WqlypvicTmY/00106.wav,id00019,0,male,Caucasian (North American)
id00019/WqlypvicTmY/00108.wav,id00019,0,male,Caucasian (North American)
id00019/WqlypvicTmY/00109.wav,id00019,2,male,Caucasian (North American)
id00019/WqlypvicTmY/00112.wav,id00019,0,male,Caucasian (North American)
id00019/WqlypvicTmY/00116.wav,id00019,2,male,Caucasian (North American)
id00019/WqlypvicTmY/00117.wav,id00019,0,male,Caucasian (North American)
id00019/WqlypvicTmY/00119.wav,id00019,0,male,Caucasian (North American)
id00019/WqlypvicTmY/00120.wav,id00019,0,male,Caucasian (North American)
id00019/anX4gftNLoc/00137.wav,id00019,0,male,Caucasian (North American)
id00019/anX4gftNLoc/00138.wav,id00019,0,male,Caucasian (North American)
id00019/anX4gftNLoc/00139.wav,id00019,0,male,Caucasian (North American)
id00019/anX4gftNLoc/00140.wav,id00019,0,male,Caucasian (North American)
id00019/anX4gftNLoc/00141.wav,id00019,0,male,Caucasian (North American)
id00019/anX4gftNLoc/00142.wav,id00019,0,male,Caucasian (North American)
id00019/anX4gftNLoc/00143.wav,id00019,0,male,Caucasian (North American)
id00019/anX4gftNLoc/00144.wav,id00019,0,male,Caucasian (North American)
id00019/anX4gftNLoc/00145.wav,id00019,2,male,Caucasian (North American)
id00019/b9KAAGF5e4Q/00149.wav,id00019,2,male,Caucasian (North American)
id00019/b9KAAGF5e4Q/00150.wav,id00019,2,male,Caucasian (North American)
id00019/gIVdrxBp-_4/00162.wav,id00019,2,male,Caucasian (North American)
id00019/gIVdrxBp-_4/00164.wav,id00019,0,male,Caucasian (North American)
id00019/gIVdrxBp-_4/00165.wav,id00019,0,male,Caucasian (North American)
id00019/gIVdrxBp-_4/00166.wav,id00019,0,male,Caucasian (North American)
id00019/gIVdrxBp-_4/00167.wav,id00019,2,male,Caucasian (North American)
id00019/gIVdrxBp-_4/00168.wav,id00019,2,male,Caucasian (North American)
id00019/gIVdrxBp-_4/00169.wav,id00019,2,male,Caucasian (North American)
id00019/yXGSg98vB0k/00179.wav,id00019,0,male,Caucasian (North American)
id00019/yXGSg98vB0k/00180.wav,id00019,0,male,Caucasian (North American)
id00020/3xoQ19-UY_k/00012.wav,id00020,2,male,Caucasian (European)
id00020/4BI0APSRuLU/00018.wav,id00020,0,male,Caucasian (European)
id00020/9NcxBXQjfSU/00026.wav,id00020,2,male,Caucasian (European)
id00020/F46v2L1VZdw/00052.wav,id00020,2,male,Caucasian (European)
id00020/F46v2L1VZdw/00053.wav,id00020,0,male,Caucasian (European)
id00020/IpLYBI5Kaow/00058.wav,id00020,2,male,Caucasian (European)
id00020/IpLYBI5Kaow/00063.wav,id00020,2,male,Caucasian (European)
id00020/L5V6A0eLuxc/00083.wav,id00020,2,male,Caucasian (European)
id00020/L5V6A0eLuxc/00086.wav,id00020,1,male,Caucasian (European)
id00020/MM1fE2IkaDQ/00101.wav,id00020,2,male,Caucasian (European)
id00020/MM1fE2IkaDQ/00108.wav,id00020,3,male,Caucasian (European)
id00020/MM1fE2IkaDQ/00112.wav,id00020,2,male,Caucasian (European)
id00020/MM1fE2IkaDQ/00133.wav,id00020,2,male,Caucasian (European)
id00020/MM1fE2IkaDQ/00150.wav,id00020,2,male,Caucasian (European)
id00020/MM1fE2IkaDQ/00160.wav,id00020,0,male,Caucasian (European)
id00020/e0qoyKmqIeo/00262.wav,id00020,2,male,Caucasian (European)
id00020/fj7dYxm1p0o/00293.wav,id00020,2,male,Caucasian (European)
id00020/fj7dYxm1p0o/00295.wav,id00020,1,male,Caucasian (European)
id00020/iRsViE6yAeg/00307.wav,id00020,1,male,Caucasian (European)
id00020/iy1L8yfcUfI/00318.wav,id00020,2,male,Caucasian (European)
id00020/iy1L8yfcUfI/00320.wav,id00020,0,male,Caucasian (European)
id00020/kMEDs9LxbIQ/00335.wav,id00020,0,male,Caucasian (European)
id00020/kMEDs9LxbIQ/00338.wav,id00020,0,male,Caucasian (European)
id00020/l9PiLBUrSGs/00341.wav,id00020,2,male,Caucasian (European)
id00020/l9PiLBUrSGs/00342.wav,id00020,2,male,Caucasian (European)
id00020/l9PiLBUrSGs/00343.wav,id00020,2,male,Caucasian (European)
id00020/l9PiLBUrSGs/00345.wav,id00020,2,male,Caucasian (European)
id00020/l9PiLBUrSGs/00353.wav,id00020,2,male,Caucasian (European)
id00020/l9PiLBUrSGs/00354.wav,id00020,2,male,Caucasian (European)
id00020/osRMtPvLxnc/00371.wav,id00020,2,male,Caucasian (European)
id00020/sG3O_naichg/00375.wav,id00020,2,male,Caucasian (European)
id00020/sG3O_naichg/00376.wav,id00020,0,male,Caucasian (European)
id00020/sG3O_naichg/00379.wav,id00020,2,male,Caucasian (European)
id00020/t0bbIRgKKzM/00380.wav,id00020,2,male,Caucasian (European)
id00020/t0bbIRgKKzM/00381.wav,id00020,0,male,Caucasian (European)
id00020/t2vxzT70HHc/00382.wav,id00020,0,male,Caucasian (European)
id00020/t2vxzT70HHc/00383.wav,id00020,0,male,Caucasian (European)
id00020/t2vxzT70HHc/00384.wav,id00020,0,male,Caucasian (European)
id00020/t3bjxTvmOPM/00387.wav,id00020,2,male,Caucasian (European)
id00020/t3bjxTvmOPM/00389.wav,id00020,2,male,Caucasian (European)
id00020/t3bjxTvmOPM/00391.wav,id00020,0,male,Caucasian (European)
id00020/t3bjxTvmOPM/00395.wav,id00020,0,male,Caucasian (European)
id00020/uo0V-qY1Z24/00396.wav,id00020,2,male,Caucasian (European)
id00020/uo0V-qY1Z24/00398.wav,id00020,2,male,Caucasian (European)
id00020/vAfFYJ3mtbQ/00403.wav,id00020,0,male,Caucasian (European)
id00020/vAfFYJ3mtbQ/00404.wav,id00020,0,male,Caucasian (European)
id00020/vAfFYJ3mtbQ/00406.wav,id00020,2,male,Caucasian (European)
id00020/wMcZgNFWVFk/00414.wav,id00020,2,male,Caucasian (European)
id00020/xcw_gAZBwMQ/00420.wav,id00020,2,male,Caucasian (European)
id00020/xcw_gAZBwMQ/00421.wav,id00020,2,male,Caucasian (European)
id00029/96Z18I2UKAE/00029.wav,id00029,1,male,Arab
id00029/9gE-_vyJmFQ/00061.wav,id00029,1,male,Arab
id00029/BrWulfu1gZQ/00076.wav,id00029,0,male,Arab
id00029/CKIhrXa50Mc/00104.wav,id00029,1,male,Arab
id00029/CKIhrXa50Mc/00109.wav,id00029,1,male,Arab
id00029/PH9k6PZMSlQ/00226.wav,id00029,1,male,Arab
id00029/TGpCGl036qk/00302.wav,id00029,1,male,Arab
id00029/TGpCGl036qk/00308.wav,id00029,1,male,Arab
id00029/UdTjMpnOxaU/00316.wav,id00029,0,male,Arab
id00029/UdTjMpnOxaU/00317.wav,id00029,0,male,Arab
id00029/UdTjMpnOxaU/00319.wav,id00029,0,male,Arab
id00029/UdTjMpnOxaU/00320.wav,id00029,0,male,Arab
id00029/VPrmF4Mfd54/00343.wav,id00029,2,male,Arab
id00029/VPrmF4Mfd54/00352.wav,id00029,1,male,Arab
id00029/VPrmF4Mfd54/00353.wav,id00029,1,male,Arab
id00029/WMJiFtRmoG0/00360.wav,id00029,2,male,Arab
id00029/alyv5QMCaRc/00375.wav,id00029,1,male,Arab
id00029/jzHTvS_6y7A/00385.wav,id00029,0,male,Arab
id00029/lL2_nvAUIbg/00391.wav,id00029,0,male,Arab
id00029/lL2_nvAUIbg/00392.wav,id00029,0,male,Arab
id00029/lL2_nvAUIbg/00393.wav,id00029,0,male,Arab
id00029/lL2_nvAUIbg/00395.wav,id00029,0,male,Arab
id00029/lL2_nvAUIbg/00396.wav,id00029,0,male,Arab
id00029/lL2_nvAUIbg/00399.wav,id00029,0,male,Arab
id00029/lL2_nvAUIbg/00401.wav,id00029,0,male,Arab
id00029/lL2_nvAUIbg/00405.wav,id00029,0,male,Arab
id00029/mhzL3L3erYE/00409.wav,id00029,2,male,Arab
id00029/mhzL3L3erYE/00410.wav,id00029,0,male,Arab
id00029/mhzL3L3erYE/00411.wav,id00029,0,male,Arab
id00029/mhzL3L3erYE/00414.wav,id00029,2,male,Arab
id00029/mhzL3L3erYE/00415.wav,id00029,2,male,Arab
id00029/mhzL3L3erYE/00418.wav,id00029,2,male,Arab
id00029/mhzL3L3erYE/00421.wav,id00029,0,male,Arab
id00029/mhzL3L3erYE/00425.wav,id00029,0,male,Arab
id00029/mhzL3L3erYE/00429.wav,id00029,2,male,Arab
id00029/mhzL3L3erYE/00430.wav,id00029,2,male,Arab
id00029/mhzL3L3erYE/00438.wav,id00029,2,male,Arab
id00029/mhzL3L3erYE/00439.wav,id00029,2,male,Arab
id00029/rUKShbcz9aI/00441.wav,id00029,0,male,Arab
id00029/rUKShbcz9aI/00442.wav,id00029,0,male,Arab
id00029/tDIvM3iVBTY/00447.wav,id00029,0,male,Arab
id00029/tDIvM3iVBTY/00448.wav,id00029,0,male,Arab
id00029/uY8PpVWdB54/00454.wav,id00029,1,male,Arab
id00029/uY8PpVWdB54/00455.wav,id00029,1,male,Arab
id00029/wayNsUNA40Q/00474.wav,id00029,1,male,Arab
id00029/wayNsUNA40Q/00487.wav,id00029,0,male,Arab
id00029/wayNsUNA40Q/00488.wav,id00029,0,male,Arab
id00029/wayNsUNA40Q/00490.wav,id00029,0,male,Arab
id00029/wayNsUNA40Q/00491.wav,id00029,0,male,Arab
id00029/wayNsUNA40Q/00492.wav,id00029,0,male,Arab
id00033/CoEfuJWox74/00065.wav,id00033,0,male,South Asian
id00033/Mt-TB53aibk/00091.wav,id00033,0,male,South Asian
id00033/Mt-TB53aibk/00095.wav,id00033,0,male,South Asian
id00033/Mt-TB53aibk/00100.wav,id00033,0,male,South Asian
id00033/PXv-YbP8ivk/00137.wav,id00033,2,male,South Asian
id00033/WZ5-YnG_7qc/00192.wav,id00033,0,male,South Asian
id00033/cGrFFP6f84U/00225.wav,id00033,0,male,South Asian
id00033/cGrFFP6f84U/00244.wav,id00033,2,male,South Asian
id00033/gduDuRWhnlQ/00270.wav,id00033,0,male,South Asian
id00033/gduDuRWhnlQ/00272.wav,id00033,3,male,South Asian
id00033/gduDuRWhnlQ/00278.wav,id00033,0,male,South Asian
id00033/gduDuRWhnlQ/00295.wav,id00033,2,male,South Asian
id00033/h_ESFy57xCw/00302.wav,id00033,0,male,South Asian
id00033/h_ESFy57xCw/00310.wav,id00033,0,male,South Asian
id00033/h_ESFy57xCw/00312.wav,id00033,0,male,South Asian
id00033/h_ESFy57xCw/00313.wav,id00033,0,male,South Asian
id00033/h_ESFy57xCw/00315.wav,id00033,0,male,South Asian
id00033/mYS__9VPtww/00318.wav,id00033,0,male,South Asian
id00033/mYS__9VPtww/00319.wav,id00033,0,male,South Asian
id00033/mYS__9VPtww/00320.wav,id00033,0,male,South Asian
id00033/mYS__9VPtww/00321.wav,id00033,0,male,South Asian
id00033/mYS__9VPtww/00323.wav,id00033,0,male,South Asian
id00033/oqyz4qWO2UI/00325.wav,id00033,0,male,South Asian
id00033/oqyz4qWO2UI/00326.wav,id00033,0,male,South Asian
id00033/oqyz4qWO2UI/00327.wav,id00033,0,male,South Asian
id00033/oqyz4qWO2UI/00328.wav,id00033,0,male,South Asian
id00033/oqyz4qWO2UI/00329.wav,id00033,0,male,South Asian
id00033/oqyz4qWO2UI/00332.wav,id00033,1,male,South Asian
id00033/oqyz4qWO2UI/00333.wav,id00033,0,male,South Asian
id00033/q6262nZtE8o/00335.wav,id00033,2,male,South Asian
id00033/qVSnA-6wsIs/00340.wav,id00033,0,male,South Asian
id00033/qVSnA-6wsIs/00341.wav,id00033,0,male,South Asian
id00033/qVSnA-6wsIs/00342.wav,id00033,0,male,South Asian
id00033/whnCXDsjlZo/00349.wav,id00033,0,male,South Asian
id00033/whnCXDsjlZo/00351.wav,id00033,0,male,South Asian
id00033/whnCXDsjlZo/00353.wav,id00033,2,male,South Asian
id00033/whnCXDsjlZo/00355.wav,id00033,0,male,South Asian
id00033/whnCXDsjlZo/00356.wav,id00033,0,male,South Asian
id00033/whnCXDsjlZo/00357.wav,id00033,2,male,South Asian
id00033/whnCXDsjlZo/00358.wav,id00033,0,male,South Asian
id00033/whnCXDsjlZo/00359.wav,id00033,0,male,South Asian
id00033/whnCXDsjlZo/00361.wav,id00033,2,male,South Asian
id00033/whnCXDsjlZo/00362.wav,id00033,0,male,South Asian
id00033/whnCXDsjlZo/00365.wav,id00033,0,male,South Asian
id00033/whnCXDsjlZo/00367.wav,id00033,0,male,South Asian
id00033/whnCXDsjlZo/00369.wav,id00033,0,male,South Asian
id00033/whnCXDsjlZo/00370.wav,id00033,0,male,South Asian
id00033/whnCXDsjlZo/00371.wav,id00033,0,male,South Asian
id00033/whnCXDsjlZo/00375.wav,id00033,0,male,South Asian
id00033/y9VYDStYRyk/00376.wav,id00033,0,male,South Asian
id00047/6kSwBpCcr2s/00015.wav,id00047,0,male,Caucasian (Australian)
id00047/78BeU2oFO8A/00039.wav,id00047,0,male,Caucasian (Australian)
id00047/78BeU2oFO8A/00075.wav,id00047,0,male,Caucasian (Australian)
id00047/78BeU2oFO8A/00098.wav,id00047,0,male,Caucasian (Australian)
id00047/78BeU2oFO8A/00099.wav,id00047,0,male,Caucasian (Australian)
id00047/ERg_9vGqu_o/00135.wav,id00047,2,male,Caucasian (Australian)
id00047/PVLJfn9N7bI/00178.wav,id00047,0,male,Caucasian (Australian)
id00047/TXMLNClrOY4/00195.wav,id00047,0,male,Caucasian (Australian)
id00047/c_B-zP7d_4s/00203.wav,id00047,2,male,Caucasian (Australian)
id00047/cjVddHDq-wo/00252.wav,id00047,2,male,Caucasian (Australian)
id00047/cjVddHDq-wo/00258.wav,id00047,2,male,Caucasian (Australian)
id00047/cjVddHDq-wo/00259.wav,id00047,2,male,Caucasian (Australian)
id00047/cjVddHDq-wo/00282.wav,id00047,0,male,Caucasian (Australian)
id00047/cjVddHDq-wo/00290.wav,id00047,0,male,Caucasian (Australian)
id00047/cjVddHDq-wo/00292.wav,id00047,0,male,Caucasian (Australian)
id00047/fsDnAJ_Teg0/00297.wav,id00047,0,male,Caucasian (Australian)
id00047/pQOMqGu10Lk/00299.wav,id00047,2,male,Caucasian (Australian)
id00047/pQOMqGu10Lk/00300.wav,id00047,2,male,Caucasian (Australian)
id00047/qHVlX8gnEWU/00302.wav,id00047,0,male,Caucasian (Australian)
